bpuic;y_Coord_Est;x_Coord_Nord
8582397;572520;251577
8504565;572463;211190
8577791;572288;181856
8504864;571618;189022
8587446;594306;220929
8571549;625343;220706
8500787;658252;258218
8507751;625018;171099
8583396;545731;166354
8578787;666112;267520
8530132;602445;118692
8500778;634679;252980
8502687;644965;253407
8505731;646853;123024
8593267;610875;212580
8590062;600668;198681
8572110;571322;240417
8577738;571099;158540
8576783;571027;237199
8582088;570512;256494
8530086;570273;110906
8587237;570216;163160
8570491;570158;181723
8595690;570124;175211
8531384;570036;136168
8580644;569684;105135
8593958;556513;145253
8570375;556453;177419
8591300;687025;245756
8578702;653214;247276
8576080;691278;236094
8501705;576183;131154
8580933;617900;255450
8590141;645919;248823
8500579;653237;260386
8572666;646186;233122
8572269;637216;260939
8592732;505060;121210
8577052;647651;204937
8574727;756577;150436
8579066;556299;117227
8595968;556276;146979
8593965;556244;144529
8579058;556104;121005
8583635;556100;221479
8595112;556050;147385
8579169;556044;148206
8579796;539827;207026
8588442;539792;151117
8588441;539735;150858
8594033;539727;181457
8592182;539720;151257
8575769;539690;185000
8593843;539659;152145
8594057;539500;181582
8580485;539500;165606
8592198;539447;150879
8508663;618582;202177
8570174;545490;164895
8572493;660531;269026
8570609;566221;128053
8578092;608658;226627
8571158;639688;128333
8588422;612113;153827
8582945;599196;117925
8576741;647972;177738
8570272;539381;193988
8592131;539380;153679
8594046;539274;180401
8504557;539260;184177
8595066;539097;179009
8592028;537789;151513
8592040;537608;151949
8592740;503835;120025
8593127;500346;113124
8595015;499669;114995
8592891;498935;116886
8593088;489142;118038
8573796;710571;223630
8531157;738479;215478
8573522;708623;254708
8571508;607256;219863
8572511;660505;259150
8596009;628557;128234
8504716;560068;152789
8579132;566300;127008
8588424;612960;155980
8572390;645949;251918
8504973;564092;192018
8500763;624854;244344
8578305;614680;266873
8505630;708335;123279
8530785;739230;187068
8588815;707400;115276
8582455;707174;267719
8574877;741677;189148
8506274;742090;224393
8576012;705465;240145
8581036;761268;203959
8505608;709546;111775
8506872;709695;268256
8505643;708936;115556
8591445;687578;245780
8573229;686774;259625
8577400;684704;211790
8590312;666522;257880
8591526;703446;112076
8577843;588344;178537
8505687;610694;121179
8587485;601717;200115
8570841;589962;116707
8582121;665466;198707
8508716;603400;218700
8587906;502978;113615
8508450;666227;211448
8581669;668312;236257
8583559;666085;269715
8594304;669634;254117
8594307;669832;254600
8573068;672349;214739
8578716;655438;240437
8572974;654957;229488
8576953;620348;224646
8577302;646602;220262
8587245;623218;208612
8574431;708784;227846
8500460;611785;223591
8572307;631799;256700
8590138;647079;249958
8590231;666054;258964
8583050;580578;236155
8588742;686700;252463
8588637;628193;216023
8589804;666611;212583
8505453;702250;113476
8592942;498449;121004
8593391;664558;224515
8571514;604676;210897
8576869;615363;177430
8570775;595824;123158
8576432;588882;216579
8505737;640210;103667
8591249;680847;251754
8579235;538450;156789
8508888;605657;220943
8583755;675406;243108
8591088;682805;251938
8507502;615872;159723
8591234;682862;253755
8582444;634947;124568
8583337;710971;267125
8577913;596700;226900
8589368;612806;268776
8570616;560473;129755
8589473;614613;268869
8576219;687221;240970
8596107;685714;283808
8572624;664998;243123
8581191;647339;225851
8572300;632224;256605
8591430;682700;243456
8579702;648398;207224
8507397;639130;172655
8576728;645814;178350
8501777;567254;128907
8589772;668457;211855
8571626;609696;187424
8574971;787896;158535
8593034;497296;115147
8581071;604823;187393
8573634;538835;159664
8570948;610952;114778
8591102;686878;246201
8591153;680844;252902
8500565;652752;259136
8570699;589492;119206
8576893;615644;235226
8580896;652866;252335
8504717;598413;203107
8583880;570776;104472
8508692;652445;200754
8557003;610782;117892
8508481;666487;204082
8517174;643232;241585
8572776;633650;225390
8576403;587199;224807
8579981;741314;260064
8573431;736762;274597
8575238;736755;134567
8589959;608583;227790
8570284;545517;193056
8572698;630014;234629
8503482;687290;283318
8571013;582303;114939
8592630;488579;114003
8587055;488565;116955
8582101;755704;217500
8593175;495601;119250
8592892;500545;116238
8581660;513043;144211
8583304;567391;254571
8578304;739253;253549
8575734;707875;143700
8584829;771744;205144
8592188;540062;151528
8504335;595080;155590
8593285;570754;163273
8577753;577004;162951
8570679;582857;103887
8502471;685773;255103
8500366;792062;165768
8585807;609794;180384
8572014;588538;245254
8572002;594748;248826
8570769;588624;132484
8503332;500427;116259
8503085;500546;124140
8583219;593678;123785
8530678;595077;155538
8571702;600510;184998
8572115;607650;250700
8583076;684744;138234
8503606;531649;174771
8583570;770843;204592
8575677;706159;94705
8580882;755346;221479
8503896;686891;234168
8576189;686887;244508
8508724;686852;174744
8583728;655617;259263
8572508;658698;254362
8578672;663340;259386
8587100;663808;226438
8508854;664166;183817
8582509;664877;270573
8557145;634597;126551
8502351;634565;235552
8595685;634556;244976
8588284;611300;127150
8576490;611298;215066
8500872;611277;267699
8507899;611260;178709
8557117;611255;239135
8572055;571897;251401
8579079;520209;147701
8579092;520035;175533
8579091;520009;175100
8570231;519931;171584
8570111;519875;161074
8593403;681504;227190
8593457;679839;226000
8572856;643922;205463
8507186;626275;170323
8592767;489559;115789
8592769;489483;115456
8592635;489352;111866
8592631;488757;114760
8592770;488736;116551
8595951;488693;119328
8593069;496897;113436
8593051;496776;113201
8593170;496761;117161
8593012;496701;120102
8593152;497689;118612
8593158;497617;119779
8592836;497608;118016
8592975;497604;116321
8592978;497603;116765
8593050;497487;113528
8592809;498336;119382
8593072;498296;113913
8592893;498195;119762
8593064;498181;113981
8595671;498689;130032
8592844;498628;117834
8595037;498594;113211
8587048;499105;123507
8592645;499103;122926
8530704;499100;117700
8592675;499578;114615
8592782;499571;117311
8592921;499517;119300
8592680;499517;116077
8592873;499504;118010
8592866;500437;118490
8592792;500426;117342
8592803;500646;119188
8501238;500626;118289
8592851;500621;117281
8592907;500609;117312
8592930;500606;123815
8530707;500600;118300
8592830;500596;118825
8592805;500581;116845
8595019;500556;117831
8595174;501780;136757
8593187;501774;125579
8592894;501770;116887
8593188;501733;127463
8588655;502684;129440
8593211;502678;113566
8593106;504254;116180
8593117;504245;115936
8570005;505113;139172
8593107;505104;117988
8579309;505101;137368
8588663;505078;134866
8593131;505070;119375
8593128;504956;118489
8501970;504908;138439
8592714;504904;117841
8595502;504903;134670
8593895;505859;137264
8588661;505851;134874
8595465;505828;159600
8592718;505822;119503
8593114;505818;118093
8592765;505785;124648
8570010;506600;141859
8587068;510015;121226
8592962;509877;121320
8583432;509875;142514
8570031;509847;141713
8501863;513309;150321
8570056;513237;146444
8583459;513048;143932
8579083;515569;150519
8501892;515500;156899
8583821;515468;145749
8583682;515457;146152
8501320;515387;145445
8582688;515063;145976
8570125;514934;152010
8582692;514926;145175
8530621;514783;169092
8582691;514703;145437
8583530;514491;146369
8579691;514389;149745
8582690;514318;145757
8583111;514222;146208
8570055;514219;146202
8579912;518757;173951
8583527;518756;147498
8583297;518744;161322
8501734;518650;161574
8570112;518375;161424
8579293;518340;173999
8581659;518159;148139
8579082;518018;150290
8570158;518000;166999
8570044;517789;148822
8570041;517768;147135
8583358;522031;148437
8579906;521988;175857
8577592;521807;147209
8594454;521768;147666
8577555;521750;149174
8570136;524275;162449
8570076;524171;155545
8570228;524136;172951
8591836;526966;151638
8504596;526925;195336
8571784;526825;186599
8589249;526817;150727
8592277;527951;151532
8570093;528825;157749
8570094;528775;159849
8570109;528725;162749
8583891;529958;157539
8593788;529923;185858
8595220;529612;152999
8595410;531209;174916
8592244;531576;154297
8579231;531519;151671
8594988;531466;151782
8595482;531427;174798
8501190;531413;174805
8591960;532936;153703
8573565;689426;229556
8591944;533488;152483
8588849;533479;158718
8579594;533419;195826
8591958;533411;154655
8592227;533375;152075
8570260;533361;185639
8504033;560814;158138
8504505;562511;121073
8504504;562931;121368
8504002;564284;171375
8503435;571422;166041
8504046;571648;174644
8504521;573199;176712
8500362;575555;131376
8504114;576229;250430
8500339;580115;169639
8502379;583036;200549
8505027;585008;243346
8502667;587290;114033
8502663;588181;114391
8502664;588112;114152
8502662;588537;114514
8502728;588500;114948
8502724;589358;114425
8584785;589966;192482
8502486;592780;246241
8502609;595840;114753
8584748;600062;218756
8502628;600718;126066
8502938;613742;187643
8505147;621503;261932
8504049;572900;192240
8500365;792725;164038
8579530;596181;108440
8585287;644086;164063
8592210;534899;153437
8502056;497500;120770
8503331;498540;120527
8500336;814753;187655
8503247;500413;122123
8530620;500648;120782
8584677;526406;171907
8595986;533752;155721
8502047;634250;239860
8504459;561050;126422
8504502;562026;125676
8504497;562033;123939
8504496;562055;124400
8504001;562484;194755
8504427;563110;126939
8504408;563339;130162
8504409;563429;129947
8504435;565405;127110
8504433;565696;126341
8504434;565909;126769
8504447;565943;125846
8579597;533353;196217
8570187;534119;166168
8588839;534113;154586
8570185;534101;164558
8588838;534082;154389
8588983;534082;154286
8570336;534075;181799
8594987;534069;153126
8593866;534059;153950
8505124;691879;209126
8570186;534014;165688
8530749;533985;154383
8596053;533901;152386
8593869;533869;154252
8592203;534935;155073
8592205;534803;154609
8595935;535848;151907
8592184;535845;152949
8595199;536838;195805
8592075;536805;152071
8583824;536673;183448
8571861;536664;197962
8592022;536661;152983
8591983;536637;152009
8581510;537301;189739
8591994;537294;154878
8592098;537729;152641
8592113;538045;152769
8579726;538006;197138
8592034;537996;153331
8591818;537985;152434
8587357;538273;154496
8594049;538273;180482
8592051;538569;152150
8592197;538893;150902
8592038;538856;151981
8594042;538849;181837
8570205;539323;165606
8591978;539301;152823
8592018;539293;154975
8594044;539289;180105
8579255;539634;153061
8507971;539460;170840
8593831;540076;152835
8593823;540560;156003
8570275;541190;187602
8591967;541166;155782
8571807;544012;209187
8582545;544874;213786
8571834;544874;205829
8503603;566322;222192
8504438;566532;126478
8503532;566816;222587
8504439;566873;125598
8504442;567023;125320
8504443;567163;125110
8504347;693150;169554
8504032;577139;188095
8504848;580521;81687
8505034;582931;244408
8505035;582932;244671
8505036;583066;244511
8502742;774346;193132
8500364;595523;113790
8504348;694350;168400
8502905;598279;198999
8502906;598822;197514
8500473;764216;218437
8502521;733694;252039
8585808;609008;179883
8574351;760067;231154
8584720;645541;214189
8584721;645331;213216
8500353;612535;119690
8502936;613299;184320
8502937;613331;185147
8500253;641131;158386
8585137;643656;164311
8585136;644283;164033
8502536;644345;200467
8505158;644484;178538
8585161;645759;163785
8584988;646102;201011
8585165;646863;164512
8578084;608891;227198
8585164;647465;164583
8585163;647791;164539
8584586;660730;172484
8502058;666464;211352
8502046;665255;259228
8101242;759352;229868
8581745;610517;188211
8595730;545458;149466
8582544;545434;214115
8570222;545404;169827
8582774;546245;152400
8581512;546236;171425
8570351;546169;170750
8507960;546164;171213
8504765;546144;205535
8595194;546920;202625
8570561;546899;149172
8593733;547422;212457
8504169;547399;158191
8595196;547370;203523
8593744;548029;212251
8570355;548026;172467
8577613;551292;180512
8504153;551982;177635
8579653;551931;196764
8579721;552535;215546
8579666;552951;200251
8501891;553400;114900
8593688;554037;216805
8593984;554587;146268
8504718;555159;183119
8577647;555147;169586
8593714;555141;215854
8570450;555112;158528
8530793;555491;198807
8504699;557991;171256
8591846;557962;219181
8594878;557959;203947
8579187;557921;151067
8577634;557894;189328
8594874;557893;203737
8579062;557872;117024
8593906;557864;145986
8587440;557827;207705
8593917;557820;143486
8570593;557801;131665
8504879;558440;169616
8571846;558925;204336
8577638;559331;191303
8570475;559316;177123
8593934;559595;143293
8596068;559659;165417
8593936;559956;142403
8570463;559950;171425
8593566;559940;205675
8577639;559912;190678
8593933;559895;142521
8593570;560290;204630
8593946;560289;141965
8507602;602389;144700
8583724;560824;191130
8595184;560800;137243
8530023;561103;205236
8530007;561100;204970
8530008;561100;205100
8595180;561097;137904
8571848;561094;204827
8570479;561093;179047
8557132;561447;185597
8500747;561437;121120
8582434;561411;122435
8579040;561875;121222
8583429;561858;184624
8593765;561858;129051
8582048;561850;185200
8557135;561827;185553
8579042;562113;121506
8579033;562112;122585
8579043;562087;120852
8582710;562057;123286
8501538;562513;102964
8504092;562492;173271
8572053;562486;252586
8504157;562480;191215
8579410;607264;126957
8500739;562901;119100
8583404;562857;132359
8585199;657779;174618
8585082;657564;175479
8584841;578229;132948
8585809;656009;176182
8584819;651795;177031
8500346;651112;186220
8585196;650951;176793
8585197;650587;176669
8579038;562842;120865
8530686;562827;101251
8570602;563250;131000
8504547;563246;196414
8594243;563246;166504
8570606;563246;133493
8572060;563544;248954
8504898;563543;169869
8593548;564280;206800
8579615;564273;213694
8581633;564845;181701
8570984;564811;101884
8504895;564756;169682
8577830;564743;193552
8581635;564717;185375
8582388;564717;119346
8587543;565477;222043
8574406;756192;214382
8582007;565477;121434
8581631;565451;183966
8571911;565394;207166
8580642;565353;101258
8504560;565342;206664
8591845;565206;233023
8570487;565896;180439
8504969;565856;169661
8570517;565852;195063
8505127;682903;205023
8570484;560289;173596
8502157;771883;204416
8502530;688417;281655
8570942;606625;123563
8583719;562090;122408
8570380;554326;175058
8504525;769156;172210
8500337;814796;189207
8503522;806975;184140
8500296;785356;154166
8500318;785340;199128
8502475;785208;153134
8504248;784010;207708
8504249;783980;208070
8500319;783944;145364
8504148;783795;203564
8505056;783762;150826
8500281;782752;184477
8504331;781073;206460
8500290;780979;191384
8502741;780832;147740
8504330;780725;205678
8504328;780539;205068
8504329;779680;205011
8503517;768669;205877
8504544;765166;162767
8500369;764960;181728
8500356;764895;181762
8500474;764365;219382
8500471;764323;219412
8500358;764304;180950
8500355;764244;181188
8502547;764171;257110
8500357;763621;180393
8503523;763525;189992
8500360;761834;180591
8593282;570806;162784
8502057;761052;203257
8502470;760911;203753
8509625;760847;231101
8101241;760815;231145
8583827;760662;183359
8580228;760414;220956
8574423;760193;220220
8581012;760189;233642
8574424;760159;220654
8574422;759987;220571
8574415;759813;222575
8580500;759738;230357
8574379;759735;233003
8574377;759726;232305
8509609;759716;223416
8574420;759709;220094
8509622;759694;228325
8574416;759694;223023
8509698;759690;220727
8574363;759689;228229
8581011;759633;233164
8501758;572687;136568
8509618;759632;222318
8509626;759623;233381
8503649;609873;216521
8574350;759621;231854
8581001;759590;221171
8581093;759549;221758
8509621;759504;229757
8580163;759486;227982
8574378;759479;232522
8579674;759431;221920
8581010;759403;233097
8576755;759384;229942
8574362;759380;227820
8579679;759218;229107
8577896;576106;195835
8574349;759088;231723
8574429;759056;219211
8574375;759007;233026
8581008;758990;233783
8574348;758983;231597
8574428;758917;219226
8574380;758860;232737
8579682;758849;226852
8509630;758848;220007
8579678;758834;231433
8574374;758786;232951
8574427;758645;219133
8574418;758599;221101
8580201;758354;219294
8581003;758353;218471
8574417;758351;221614
8574398;758346;218918
8594696;601610;128824
8580602;758224;221085
8574396;758224;220444
8583548;758221;235196
8574373;758211;234412
8574394;758185;221552
8574372;758081;234052
8574393;758079;222138
8574343;758052;227675
8574392;758044;222424
8574371;758038;233706
8509985;758004;222913
8574400;757999;217328
8574361;757956;226539
8583549;757952;234998
8509613;757949;231144
8509623;757942;234282
8582937;757934;221460
8581000;757934;223209
8583547;757927;234601
8581819;757856;223173
8574346;757833;230915
8101237;757831;227693
8574390;757748;223437
8581446;582370;115353
8579683;757680;232361
8574370;757661;233783
8581824;757629;231490
8580490;757615;230814
8581006;757569;233222
8580232;757564;226466
8582936;757559;226053
8581823;757479;231110
8580206;757478;232237
8581004;757426;232910
8574341;757421;226408
8574401;757420;215874
8574360;757403;226184
8579675;757348;233345
8581821;757332;222304
8582435;757314;226018
8581005;757307;232467
8574382;757237;232090
8574383;757173;230827
8574404;757125;214960
8509620;757104;224715
8574403;757086;215212
8582877;757030;225025
8574388;756966;225370
8579505;583843;112182
8580529;756945;226618
8579677;756942;232647
8509991;756924;226214
8574387;756921;225878
8574367;756917;231761
8580202;756670;224834
8580200;756644;230980
8586073;756635;208286
8580526;756591;231419
8582105;756584;215231
8581007;756524;232188
8574405;756416;214336
8574386;756385;226233
8579676;756374;231557
8580488;756321;230582
8574365;756316;229498
8581152;756001;215394
8574385;755940;226330
8502615;750875;263132
8502600;701614;262099
8502914;673634;185972
8502514;747555;255876
8502515;747536;256112
8502613;747300;254319
8502516;745690;254682
8502062;745500;254197
8505057;743905;266307
8502061;670496;201560
8504519;743661;171986
8500277;742568;227644
8504819;742216;221367
8500278;742131;226281
8502498;555588;200659
8502473;737075;253326
8500331;737011;214966
8502474;736517;253200
8505151;735987;262726
8502520;733404;252680
8581782;589965;213680
8505153;732757;265221
8500350;731854;146446
8502524;731706;253082
8502522;731694;253007
8583851;730772;122316
8504527;730604;121987
8504526;730229;122014
8504524;729839;122023
8531253;727359;105017
8502511;727268;280124
8590056;598314;197573
8502585;725553;269153
8502502;547434;200764
8502549;724855;269610
8588833;566996;178882
8503022;717596;259591
8503443;717595;259597
8502066;722747;117661
8502539;718172;278663
8502624;722167;123655
8502626;722070;124014
8505192;688302;165236
8502052;611225;266182
8500370;720348;116516
8500451;719994;117019
8584738;719454;279009
8500469;719426;117823
8500470;718898;118571
8502546;718840;278842
8502623;721914;124938
8500009;718660;98200
8571416;602398;191270
8502540;718463;278932
8502537;718449;277560
8502538;718022;278360
8585198;650190;176696
8594688;595992;114302
8503032;717275;259748
8503524;723475;118783
8502940;716995;258338
8503444;716941;260278
8502958;716893;259487
8502464;723928;120558
8504450;563156;125024
8504516;724385;181187
8505208;715735;135853
8502512;726978;279635
8502509;727974;280216
8574425;758787;230394
8504034;555910;152966
8504523;730442;121984
8503516;712494;264298
8502746;708566;271197
8500347;734091;147187
8505038;706257;278871
8500332;736297;214245
8502631;739427;274713
8500317;701081;207144
8503519;700240;254712
8502605;636478;244028
8500279;742418;225351
8503436;697036;265811
8502074;696804;261561
8502739;746452;171913
8505125;693908;217931
8505110;693228;208098
8571400;602723;193423
8505109;692939;208336
8502525;692330;286465
8502492;692292;265373
8502518;691952;286616
8502519;691935;287238
8502526;691928;286838
8502527;691917;285856
8502466;691682;117497
8502528;691477;285673
8580361;602719;220231
8582436;756663;226167
8505128;689549;204036
8502065;689254;153206
8582665;763965;219794
8502532;688408;281568
8509617;760035;221311
8502529;688264;281690
8574352;760295;230825
8502531;688077;281542
8503662;622082;259186
8500475;764339;217850
8502075;684848;256190
8584661;765147;162965
8502921;676921;184250
8502743;775312;198571
8502920;676042;184654
8505129;676009;214816
8502934;675423;185254
8502933;675267;185338
8502919;675067;184812
8502932;674926;185485
8502923;674810;185892
8502931;674478;185626
8502917;674400;185556
8594201;598656;199467
8502916;674178;185793
8503348;673818;185928
8502926;673702;186227
8502935;673267;185865
8502930;673121;186660
8502928;673045;186222
8500926;672779;252983
8502924;675103;186035
8502508;670828;252049
8584836;578521;133307
8584838;578472;133239
8505149;662853;238050
8584839;578425;133068
8503607;609925;216100
8505029;585514;243453
8502907;609804;192501
8500361;574523;131322
8502485;573724;253082
8504047;573249;176797
8505156;573088;252973
8504042;573080;170554
8505157;573033;253370
8505155;573004;252608
8504112;572823;251742
8502053;571037;164015
8504044;569966;181684
8504004;569179;180243
8504006;566579;176719
8595917;602709;231080
8502627;722546;123256
8503601;565665;221802
8504507;563254;120825
8504037;563231;186560
8504500;563215;121880
8504506;562370;121286
8504498;562141;123775
8505193;561992;128843
8505194;561904;128784
8504503;561878;122887
8504424;561732;128118
8502060;561727;204658
8504423;561213;129160
8502478;556271;201709
8502505;537123;189363
8502500;555816;201667
8572144;603966;252438
8502476;555004;146586
8504005;554613;184732
8502504;554340;204702
8502638;554059;146000
8502071;554011;146297
8577667;553690;159685
8504979;553145;159769
8502506;551198;179678
8502501;548221;192154
8577010;604399;199052
8504827;543374;152800
8502735;542513;171976
8502069;537434;154224
8581590;605506;221319
8582216;609901;111500
8504054;531039;177247
8504053;530805;176476
8584678;519413;171033
8502812;508619;138645
8502070;506349;137682
8503217;500996;123389
8503218;500787;123151
8503080;500666;124832
8503049;500396;125019
8503229;500365;122923
8503333;500311;115912
8503243;499966;123389
8503040;499161;124758
8504813;493441;120073
8504812;493409;120314
8503330;491691;119755
8503419;487519;117705
8571439;593660;198288
8500238;571457;163801
8502915;673978;185854
8502925;673964;185993
8502494;708955;262435
8502535;738783;270602
8502629;738706;274231
8590629;684684;253909
8502740;747350;172444
8502929;673108;186523
8574407;755984;214538
8574402;757222;215549
8574426;758392;218969
8500711;606754;261783
8574376;759042;232857
8581002;759425;221407
8582567;760467;235384
8504518;761239;196686
8509627;761868;220287
8500359;762401;180495
8509628;762238;220173
8509616;763756;219945
8503861;696992;214096
8509699;764642;219187
8502495;682715;244670
8530510;765527;219185
8505126;688824;205591
8502493;686716;265309
8504494;562860;123300
8577406;682959;212580
8585162;645156;164088
8502633;637280;248161
8502048;599625;201406
8504445;566897;124800
8500269;634131;119930
8579044;562101;120500
8531438;607137;162322
8587153;749202;265112
8576822;607401;175044
8503046;499890;125735
8581060;635811;127093
8506901;709320;268800
8576100;609576;196046
8589315;609571;266557
8507853;609770;148790
8576323;609766;149473
8571622;609748;190041
8589977;609976;263093
8588529;609969;215122
8587813;610107;213742
8578944;610183;191373
8571725;610175;197639
8588131;610171;224461
8505481;695921;124980
8588486;610672;267816
8595093;610665;168080
8576829;610939;174415
8507852;611210;151140
8571744;611510;197524
8581790;611902;180327
8508785;613037;195556
8572206;613438;258664
8589346;613432;266847
8588580;613622;180371
8589911;613879;212324
8589068;613836;179817
8576504;613828;212168
8594774;614137;211811
8588706;614124;192525
8589306;614027;268684
8588922;614020;211994
8588715;614548;209314
8593269;614678;209767
8588099;614988;173689
8571760;614976;194854
8579548;614967;132343
8571759;614963;195393
8572134;615255;249523
8578119;615671;226285
8576897;615649;233076
8572135;615999;249527
8593255;615965;221650
8571770;615950;199581
8576870;615937;176996
8588548;615856;221719
8578193;615747;264736
8576573;615743;182705
8507587;616027;159424
8576467;616382;212103
8572136;616363;250274
8595478;616329;177190
8507151;616715;176012
8576642;617045;147091
8507506;617027;156243
8508695;617334;221703
8507262;617274;147285
8588707;617602;162124
8576962;617814;222340
8572326;618292;240137
8576614;618218;188528
8595704;618613;263017
8571530;618567;208697
8576569;618954;183585
8583621;618877;170555
8576358;619338;167966
8588610;619300;170175
8501520;620741;129978
8587242;620724;205125
8589401;621137;261268
8507881;621138;173989
8582715;621517;168522
8582802;622479;265113
8572214;622472;259006
8576707;624033;195974
8576594;624031;185254
8571558;625553;218016
8507772;626584;171285
8570152;522762;169156
8593815;533622;154890
8501880;582111;88970
8577644;586919;210512
8577850;588277;168847
8588994;600592;200413
8589005;601972;198401
8587479;602090;199611
8576726;645021;178375
8590149;646339;247799
8582494;709139;267894
8583331;711299;269397
8506705;729498;243130
8576687;628205;207950
8587014;628144;114127
8578285;628115;251478
8579915;628101;113850
8509376;798529;145331
8596126;682964;248384
8530562;729823;180329
8591505;721228;76402
8573994;721285;244746
8583817;681797;270244
8505964;738064;139186
8576686;628473;206864
8578691;655660;251524
8595921;616855;225621
8530752;699856;169488
8530843;698806;169530
8530753;697910;169198
8530844;696765;169314
8530579;696723;169091
8530577;696011;168717
8589220;587681;231988
8580394;611269;118700
8501790;611325;118219
8501867;520204;149141
8501868;520275;148724
8579080;520328;148300
8571061;629403;125621
8501986;629817;114361
8588419;630542;252831
8571054;630532;125313
8576670;630531;196958
8581361;630530;171870
8572279;631001;259541
8576863;614290;177613
8587347;682927;244121
8506260;750980;241875
8509708;818756;185460
8592689;486731;111962
8592690;487423;112732
8593031;495948;115729
8593029;496208;115659
8593030;496632;116130
8593032;496697;116410
8593028;496886;115116
8587033;496909;111714
8593035;496913;116287
8531049;688912;164353
8592775;497515;120808
8592642;497536;111661
8583809;631291;266960
8530203;631291;113739
8596098;498456;121897
8592953;498497;122157
8531184;814722;189993
8592949;498547;121780
8592852;498564;120235
8592640;499388;111283
8593075;499418;122287
8587070;499476;111144
8593074;499684;122293
8593078;499727;120923
8593077;499923;121484
8587039;499930;122096
8592733;504396;121469
8501192;516628;153604
8571317;632540;175077
8571109;632521;119784
8576375;632520;170940
8500734;516775;148072
8570122;517064;153091
8570043;517150;148224
8570045;518627;149296
8501865;519117;149674
8570046;519457;149596
8570087;521900;151503
8570233;526718;172180
8591937;533081;157067
8593817;533366;155842
8593814;533385;155568
8571880;533982;202449
8588840;534099;155052
8571142;633589;120534
8578046;633572;246401
8500388;633540;249162
8593534;633500;218260
8504458;541149;181307
8570217;543404;165063
8570172;543824;164007
8579055;560139;120397
8500702;560233;120929
8579381;560651;129010
8583750;560798;125987
8500741;560843;120421
8582438;561001;128195
8572354;635201;242137
8504360;566231;222523
8570610;566330;128463
8570611;566843;128700
8504578;566958;219589
8501558;568325;126268
8576761;568415;220199
8579131;568419;126862
8570615;568440;130327
8577727;573959;161469
8576653;580985;117204
8570541;581021;194577
8501877;581151;83250
8576656;581839;117707
8580574;777477;176532
8579393;582807;117283
8594277;582966;220933
8582084;582980;243965
8504355;582995;220927
8576587;583571;116686
8580663;583991;125749
8573908;584256;116870
8570720;584317;126241
8594273;584624;222024
8587802;584774;203761
8504352;584872;222089
8571214;585257;213135
8572020;585261;251869
8582263;586151;119988
8531198;586428;145547
8557049;586879;148762
8580569;587194;210368
8571229;587395;210240
8588821;587399;168179
8580419;587411;147633
8577851;587460;168320
8579271;587933;147604
8530291;587974;146257
8501329;588166;145845
8504704;588200;211128
8581952;588211;146479
8579277;588253;146342
8570721;588912;120948
8504640;588918;175398
8588822;588988;170215
8571296;589312;146643
8504642;589452;171700
8581097;589501;151257
8571297;589519;146295
8570713;589568;120138
8571284;589742;145304
8530279;590712;150968
8577879;590836;173761
8530282;590899;148746
8571688;591116;178306
8572420;639094;266846
8530328;639082;160074
8571294;592000;139201
8594656;593914;195025
8572794;639858;217331
8577881;594499;173527
8571377;594773;206740
8507949;595201;207210
8582871;595403;197291
8570780;595410;124909
8582556;595432;197751
8590082;595550;197400
8570784;595656;125492
8501327;595716;124588
8570779;595726;124412
8506377;749717;248800
8506363;749786;254045
8516270;749538;265312
8577882;596300;173873
8571198;640201;104000
8572765;640199;225000
8571157;640175;128358
8578000;640166;249272
8530231;640158;104661
8580927;598223;197071
8574756;771163;205268
8589267;598530;196618
8571359;599052;200544
8583222;599122;200888
8589998;599150;196820
8590053;599216;198654
8578602;641391;129186
8500599;641385;253232
8571471;599292;209278
8581033;599358;209834
8509303;764153;164250
8571357;599768;199978
8590100;599780;197763
8590029;599818;200827
8579748;599827;199876
8582522;641742;265955
8530258;600340;199346
8506304;748922;260097
8508077;600426;205835
8588226;762480;244857
8579820;762379;205242
8588996;600635;200724
8590060;600665;198411
8590018;600679;201427
8588988;600681;198798
8590008;600695;201802
8590024;600733;201878
8589038;600770;204520
8589008;600783;201099
8589044;600818;204551
8590080;600838;201508
8590031;600906;202000
8590112;601384;199616
8576982;601415;203589
8576980;601467;204895
8579749;714096;227642
8590034;601584;199701
8506376;748474;249212
8515392;723418;77047
8594695;601649;129042
8576991;601665;200435
8578651;642708;250958
8590037;601956;199477
8595136;602310;201670
8590003;602330;199809
8502584;643143;239456
8578891;643136;129884
8572653;643121;237623
8572837;642997;203425
8590090;602636;199353
8595138;602770;201680
8577001;602794;200709
8572822;643631;213012
8508383;643541;178383
8581549;643525;263314
8578647;643430;249669
8581529;643348;263353
8577030;606461;207725
8531191;606706;114501
8505682;607283;123943
8581761;607537;220401
8572181;607560;252715
8578138;607655;219945
8572182;607667;252479
8572183;607904;251706
8578202;608111;262205
8571506;608218;220198
8531190;608339;115043
8588711;608802;262997
8587559;608942;263818
8578199;609054;262909
8594320;644757;163893
8531192;611518;111039
8530859;612095;111019
8570957;612097;118889
8518100;747479;254630
8531144;645783;174313
8571177;645704;122228
8570952;612527;114296
8501752;612797;113972
8530304;612877;153102
8582214;613199;113236
8531145;646106;173342
8577322;645973;223629
8576312;613288;156348
8500591;646394;255215
8531042;646674;137900
8530234;646402;128285
8571179;646400;118247
8591927;614099;178288
